sku_id,wishlist,cart,avg_rating,units_sold,returns,in_stock
HOM-01537,785,108,2.1,2308,41,453
FUR-01541,814,398,2.3,2211,96,220
ELE-01545,228,363,3.6,86,5,104
CLO-01550,399,65,4.6,38,31,921
CLO-01551,301,473,5.0,6,2236,369
CLO-01554,870,147,1.1,93,1728,711
ELE-01555,644,46,1.1,59,17,204
ELE-01556,133,96,3.0,48,2024,154
GRO-01558,101,407,4.5,2758,94,816
FUR-01559,402,373,1.4,32,88,376
APP-01563,369,44,2.9,89,1299,284
CLO-01564,790,202,2.7,2983,2166,461
COS-01565,527,200,2.9,2955,40,504
GRO-01566,806,167,3.7,2955,2827,200
HOM-01567,513,323,2.7,2544,91,288
HOM-01569,271,302,1.6,2961,74,539
SKI-01571,607,380,2.6,1692,57,696
FUR-01573,487,72,3.6,1205,30,785
HOM-01576,324,317,4.0,1240,42,646
FUR-01577,401,386,4.2,74,1385,784
CLO-01584,18,376,3.2,64,2254,623
SKI-01585,637,311,2.4,62,1322,906
APP-01589,472,494,2.9,24,2850,953
APP-01591,513,309,1.3,11,2070,602
ELE-01594,303,473,3.4,2444,13,616
FUR-01595,527,289,3.8,2950,2689,578
COS-01597,57,384,3.7,1850,2504,337
CLO-01600,907,432,2.8,2448,98,687
ELE-01604,35,164,3.7,1700,1204,974
GRO-01609,869,446,3.0,1966,2130,479
APP-01611,365,442,2.4,71,2129,910
FUR-01614,348,33,2.4,79,2067,407
ELE-01616,382,456,1.4,2896,9,766
CLO-01617,297,216,5.0,17,1541,966
COS-01619,800,274,4.2,22,87,687
COS-01622,859,237,3.8,6,70,702
CLO-01624,869,273,3.2,81,26,388
COS-01632,566,59,4.5,2831,8,424
CLO-01633,537,393,4.5,1627,1382,567
HOM-01636,440,315,1.8,28,2202,411
SKI-01639,530,376,4.5,16,2525,760
SKI-01641,361,263,3.7,70,23,718
ELE-01645,227,205,2.4,1532,1905,215
FUR-01648,33,439,4.1,74,32,662
GRO-01654,374,33,3.4,10,85,96
FUR-01656,988,387,4.0,1963,78,172
HOM-01657,589,489,1.1,73,69,604
SKI-01661,123,43,2.5,1051,2579,254
GRO-01662,400,469,4.8,2331,77,171
GRO-01663,812,310,3.8,2195,2437,809
SKI-01669,666,415,3.8,2433,1193,358
FUR-01671,428,180,2.5,2771,61,593
CLO-01672,330,290,2.0,2844,1994,16
HOM-01673,692,407,4.3,44,52,34
ELE-01674,300,67,2.8,44,1665,433
GRO-01676,387,223,3.5,74,1105,932
FUR-01677,481,448,2.7,22,63,969
GRO-01678,489,485,4.1,1543,2804,699
GRO-01681,225,189,2.1,2644,17,939
APP-01682,245,310,4.8,57,1266,785
CLO-01683,480,242,4.9,2130,2469,260
APP-01685,13,182,4.0,47,54,75
GRO-01687,960,120,3.2,2960,76,715
GRO-01688,226,335,2.6,2447,89,185
FUR-01697,460,117,4.0,13,59,130
GRO-01698,160,272,3.6,1549,1935,543
APP-01699,498,94,1.2,10,2471,448
APP-01700,727,468,2.5,75,1535,951
HOM-01704,737,290,4.7,13,1221,696
APP-01705,251,191,2.2,34,1536,257
SKI-01708,608,130,1.8,33,1781,453
SKI-01711,524,179,3.4,1478,24,483
APP-01713,863,106,1.5,74,26,512
HOM-01718,214,184,2.8,2045,59,908
ELE-01720,811,343,2.3,61,1693,348
CLO-01721,244,219,3.5,98,2898,587
SKI-01722,15,281,2.4,56,2156,343
GRO-01724,464,454,1.8,88,48,634
SKI-01730,751,163,1.3,1475,2369,711
SKI-01731,607,288,1.0,84,2590,84
COS-01732,459,128,4.2,2810,19,936
GRO-01733,193,105,3.8,1389,1615,764
FUR-01737,988,131,3.5,65,1801,183
HOM-01739,395,480,3.0,34,38,122
HOM-01742,649,249,4.5,1589,2506,622
APP-01749,412,374,3.8,2124,42,475
CLO-01756,506,433,4.1,1085,1985,259
SKI-01759,171,368,3.8,52,84,328
FUR-01762,708,60,1.5,97,93,104
COS-01764,74,358,3.6,24,2400,450
ELE-01772,293,219,4.5,1969,82,548
HOM-01782,578,197,2.1,1853,2561,958
CLO-01785,102,61,2.2,1136,1328,102
APP-01787,169,255,2.4,2796,1809,348
CLO-01789,824,219,2.3,1849,2230,771
APP-01792,597,306,3.8,60,1430,577
APP-01793,51,52,2.8,35,54,728
HOM-01794,3,143,4.0,32,2622,808
GRO-01795,842,108,2.1,93,1894,45
ELE-01797,837,453,4.5,40,1060,354
COS-01801,591,421,4.0,74,2342,114
ELE-01802,110,152,1.8,2207,2995,699
HOM-01804,788,248,1.2,63,68,862
APP-01806,812,262,3.1,15,25,698
COS-01808,346,475,2.5,2491,2316,351
FUR-01809,127,482,2.6,56,1079,918
ELE-01812,615,200,4.6,14,1780,363
HOM-01813,184,296,2.3,94,5,601
CLO-01816,857,448,4.8,1761,2387,504
APP-01818,780,120,1.6,2160,14,363
COS-01819,943,352,2.6,28,68,629
SKI-01820,513,362,1.8,1256,73,279
GRO-01823,923,211,1.6,2781,2748,148
CLO-01825,14,59,4.1,2468,9,623
GRO-01827,432,242,4.5,2432,74,18
CLO-01830,282,183,2.4,2240,15,409
SKI-01831,184,444,4.2,1103,1442,583
APP-01838,778,21,3.0,1053,2112,637
SKI-01839,846,82,2.3,54,2724,315
GRO-01840,41,132,4.6,1729,1932,634
GRO-01842,257,413,2.3,2487,2903,472
FUR-01847,317,266,1.4,25,59,516
GRO-01851,36,330,2.8,2048,1577,480
CLO-01852,163,210,3.0,1295,2775,293
COS-01854,115,243,3.3,8,62,738
CLO-01857,883,93,4.4,2643,55,332
GRO-01860,128,401,2.5,1459,7,846
COS-01864,807,227,2.0,39,2520,345
FUR-01865,370,389,4.2,48,1531,629
CLO-01867,567,247,4.1,5,1744,416
COS-01872,693,152,4.8,1961,58,704
ELE-01877,708,499,2.0,2946,1405,104
COS-01878,395,452,1.7,2967,2923,562
CLO-01879,780,16,3.2,1180,98,956
FUR-01883,201,250,1.8,76,8,220
COS-01885,498,228,1.4,2998,37,608
APP-01887,289,455,3.5,1360,1591,85
HOM-01889,939,469,1.8,1756,83,852
HOM-01890,731,496,2.9,58,6,459
GRO-01896,838,338,4.8,93,56,318
ELE-01897,122,279,4.5,87,2278,487
COS-01898,540,237,4.9,2132,69,836
FUR-01901,371,211,3.6,82,47,63
CLO-01902,271,79,2.8,45,39,961
CLO-01905,223,440,2.3,57,71,356
HOM-01906,562,284,3.9,2144,2865,483
FUR-01912,336,29,4.8,99,84,533
GRO-01913,401,13,2.6,32,86,317
APP-01919,885,142,2.0,19,89,92
COS-01922,829,400,2.6,28,1096,613
FUR-01929,248,342,4.8,67,2863,729
FUR-01931,607,301,3.4,1803,2460,886
HOM-01932,146,161,4.8,1603,11,934
HOM-01938,160,466,3.8,2901,2081,292
APP-01942,684,181,1.6,70,2841,499
APP-01945,272,236,2.3,29,7,720
ELE-01953,371,54,1.7,2610,1810,308
APP-01954,652,375,3.7,13,31,4
GRO-01955,891,492,1.6,46,1060,695
CLO-01957,205,48,1.7,2143,36,730
APP-01960,345,491,4.7,1809,1870,747
HOM-01963,386,441,3.2,79,37,450
APP-01969,843,1,4.9,1547,2453,525
HOM-01973,658,227,4.5,2100,2139,270
ELE-01975,572,251,4.0,1294,2280,900
APP-01976,402,465,1.6,23,1065,322
APP-01977,644,263,3.9,2624,1227,730
CLO-01978,70,223,2.1,2582,24,690
APP-01982,589,165,2.3,1743,1794,555
CLO-01985,789,374,1.9,97,77,503
FUR-01986,57,437,3.0,82,2173,279
GRO-01992,897,404,4.0,31,56,507
ELE-01993,355,176,4.8,31,20,409
CLO-01994,377,155,4.0,2408,1505,398
GRO-01995,797,162,4.2,48,1240,211
COS-01998,788,176,4.7,10,2818,597
COS-02001,598,107,1.4,92,28,395
GRO-02002,633,376,4.6,24,1516,903
CLO-02005,251,486,3.6,1803,1259,376
FUR-02008,795,154,4.7,70,72,21
COS-02009,467,307,2.3,1837,1423,152
APP-02010,993,434,4.8,2677,2646,333
HOM-02013,702,82,3.7,76,2455,305
ELE-02021,159,42,2.5,1925,9,798
SKI-02023,255,176,1.8,1319,37,848
ELE-02030,891,12,3.7,53,67,426
ELE-02035,279,175,4.3,84,2130,148
GRO-02042,498,240,2.7,1222,1538,456
HOM-02044,418,415,4.6,47,80,930
COS-02047,218,291,1.5,1202,71,817
GRO-02053,730,20,3.5,61,1986,582
ELE-02054,801,452,1.9,71,54,878
COS-02055,817,224,3.9,1979,2290,562
ELE-02056,385,110,5.0,1329,2796,553
GRO-02060,399,314,2.8,38,58,773
ELE-02070,948,55,1.4,87,2187,173
ELE-02072,532,466,3.1,26,73,654
HOM-02073,95,415,2.1,40,1630,122
HOM-02075,983,212,2.5,1727,23,37
SKI-02076,110,290,1.2,1614,1191,265
FUR-02079,67,467,1.0,1600,72,734
COS-02082,624,469,3.4,1146,2435,326
HOM-02085,222,147,1.6,1233,1540,318
FUR-02087,639,137,1.3,9,1752,392
HOM-02088,317,351,1.1,2557,74,258
COS-02089,853,404,1.5,65,92,562
ELE-02092,596,96,4.9,1241,37,145
SKI-02095,624,396,1.1,1612,14,618
HOM-02096,154,127,3.5,2213,26,514
COS-02098,804,422,4.4,1007,73,940
SKI-02099,744,103,4.0,2366,28,170
SKI-02105,780,49,2.9,1459,1054,666
FUR-02110,602,168,4.9,14,98,365
CLO-02111,971,78,3.6,2725,1005,599
SKI-02112,873,219,4.1,2876,2994,453
COS-02116,423,463,1.7,19,5,970
CLO-02117,853,251,2.5,1921,2353,347
APP-02118,557,117,1.9,35,1010,509
HOM-02120,210,391,4.3,72,23,918
SKI-02127,669,232,1.4,1278,2861,15
COS-02128,525,8,4.3,47,1803,598
SKI-02130,377,58,1.4,74,2479,84
GRO-02133,808,405,2.5,54,58,774
CLO-02134,636,419,3.3,2661,2799,685
SKI-02136,75,234,2.8,61,1508,688
FUR-02139,851,66,3.9,12,86,609
ELE-02141,32,449,4.7,62,2194,775
COS-02142,524,220,1.4,1852,26,76
FUR-02143,18,180,1.5,53,13,646
SKI-02146,121,55,4.4,30,2757,517
ELE-02147,244,339,1.6,69,54,916
HOM-02150,178,452,1.2,1382,26,821
ELE-02151,807,347,4.6,2753,2320,699
SKI-02154,605,299,3.3,1314,77,480
FUR-02157,54,181,1.2,2598,1178,121
SKI-02159,63,494,4.8,23,70,599
FUR-02166,277,358,1.1,1985,67,480
HOM-02167,275,488,3.1,99,71,984
SKI-02169,382,8,1.9,2934,1347,679
CLO-02175,661,61,1.9,2225,2368,194
GRO-02181,743,98,4.2,1353,82,888
HOM-02182,168,170,3.6,2189,2811,626
HOM-02183,161,381,2.2,2029,61,432
COS-02186,945,374,4.0,1604,1291,155
CLO-02187,489,7,4.4,1106,2252,939
FUR-02190,64,12,2.6,1559,96,798
COS-02192,857,187,4.0,91,24,765
HOM-02195,673,170,1.9,2748,2015,739
SKI-02196,500,491,4.8,41,2057,679
ELE-02208,692,32,4.3,2808,82,729
SKI-02211,336,212,3.5,2816,9,743
COS-02212,682,176,1.5,1209,2527,699
SKI-02214,585,262,1.3,2777,1468,829
ELE-02216,259,304,1.2,49,2950,981
APP-02221,980,21,2.8,74,2102,189
GRO-02223,516,131,4.0,99,63,143
APP-02228,112,61,3.8,2582,23,809
HOM-02230,294,375,4.0,2514,1368,544
ELE-02232,274,50,3.3,84,62,450
GRO-02233,321,166,4.5,18,1514,411
COS-02234,855,168,1.0,2677,2182,492
APP-02237,618,13,4.1,1867,76,368
HOM-02238,510,105,2.8,1472,1655,409
ELE-02240,168,414,2.8,63,2427,42
APP-02241,531,45,2.6,2455,1045,459
FUR-02246,443,452,1.7,1435,35,821
COS-02248,878,83,4.9,2708,9,109
CLO-02253,804,211,2.5,2476,1403,604
CLO-02255,869,429,2.3,1738,1497,326
ELE-02256,649,373,3.4,1728,97,464
GRO-02259,232,372,4.4,85,2286,161
SKI-02260,399,338,4.1,97,2152,212
SKI-02263,56,103,3.1,64,2667,681
APP-02265,453,463,2.2,54,2141,582
APP-02266,688,102,1.1,1903,2931,476
ELE-02267,808,92,3.7,2452,56,190
CLO-02270,266,274,4.8,47,62,815
APP-02274,634,186,2.4,1757,1467,458
GRO-02276,374,0,4.2,2651,87,958
SKI-02277,551,177,3.3,2266,36,992
FUR-02278,709,171,1.1,25,49,641
COS-02279,334,192,4.9,13,69,746
HOM-02280,82,247,4.3,1368,2828,662
GRO-02281,951,109,3.4,63,2598,112
ELE-02282,208,123,2.5,46,1782,776
SKI-02285,971,353,3.9,76,70,119
CLO-02287,760,199,3.1,2367,2382,805
SKI-02290,117,355,1.6,2915,1064,721
APP-02291,659,450,1.7,1686,2540,704
HOM-02293,430,10,1.4,1755,69,36
GRO-02295,871,186,2.1,27,9,73
ELE-02296,98,125,2.8,2606,14,472
GRO-02297,531,2,4.7,2464,2702,578
ELE-02299,817,457,4.5,2969,2385,279
FUR-02300,769,266,4.5,20,1809,625
COS-02301,5,366,3.0,2967,97,739
SKI-02305,464,498,4.2,34,1596,943
FUR-02306,801,128,1.6,78,58,845
FUR-02307,728,247,3.3,2858,93,254
FUR-02309,933,389,3.4,81,55,208
FUR-02311,583,360,1.5,2939,17,324
APP-02313,751,90,4.3,90,1117,871
COS-02319,339,365,1.6,54,52,569
HOM-02321,148,184,4.2,18,47,901
APP-02323,63,311,1.9,2606,23,534
GRO-02324,541,438,2.3,77,1815,931
ELE-02326,197,174,2.4,59,96,437
SKI-02327,713,355,3.2,2418,2380,887
CLO-02329,461,20,2.7,60,2101,438
SKI-02331,62,371,3.2,2750,1273,662
HOM-02332,489,439,1.2,9,1652,356
HOM-02334,32,124,2.2,2384,1899,140
COS-02338,525,396,2.8,36,1888,679
APP-02339,281,159,3.2,1337,2769,230
SKI-02342,613,459,1.1,47,79,576
CLO-02343,243,320,4.2,1913,90,919
HOM-02344,620,102,2.8,1512,1024,780
CLO-02345,522,179,3.9,1903,38,637
CLO-02347,952,176,1.7,43,2305,92
CLO-02349,582,270,4.0,57,32,472
COS-02351,120,170,2.1,40,2910,411
CLO-02352,591,453,1.4,1999,1046,132
APP-02355,741,302,1.4,91,13,394
APP-02358,782,476,1.7,1448,2718,782
APP-02361,882,225,3.7,1889,2317,974
HOM-02363,465,369,3.2,71,57,780
FUR-02364,448,293,4.0,71,71,939
FUR-02372,910,389,3.6,95,74,809
APP-02373,27,175,1.6,59,39,326
CLO-02374,608,164,1.4,1611,18,286
FUR-02375,40,377,2.4,2453,2026,630
HOM-02376,981,463,3.1,61,1833,914
FUR-02377,717,337,2.6,95,77,816
SKI-02384,935,447,4.2,57,2276,648
GRO-02386,323,433,1.5,33,1557,5
ELE-02387,756,358,2.4,89,1608,920
SKI-02389,46,36,4.7,77,1881,782
APP-02391,921,405,4.6,39,28,152
APP-02392,388,218,4.5,2191,16,250
FUR-02394,468,469,2.0,2742,52,443
HOM-02399,809,282,3.2,33,44,709
CLO-02400,211,202,4.6,22,2168,932
APP-02405,408,467,3.2,2493,1157,447
ELE-02406,905,222,3.1,2974,75,620
SKI-02407,871,48,3.6,1521,26,617
COS-02409,719,432,4.9,1278,1199,874
HOM-02415,840,290,1.8,2104,2981,606
COS-02418,371,197,4.4,2835,43,180
SKI-02419,500,384,2.8,32,29,445
APP-02433,426,122,1.7,1985,2845,497
ELE-02435,871,86,2.8,66,2468,44
FUR-02436,506,471,4.4,28,54,103
APP-02437,3,200,3.1,1717,2467,195
COS-02438,388,243,1.9,1777,1408,621
SKI-02441,708,93,3.3,91,1111,270
HOM-02442,520,148,3.2,2439,16,82
APP-02443,126,436,4.5,1138,99,338
FUR-02446,800,447,3.5,1235,48,79
CLO-02449,476,496,4.3,2239,83,645
SKI-02450,730,212,3.8,2417,1096,797
CLO-02454,711,454,1.1,1750,43,337
SKI-02457,936,189,2.1,1567,88,252
COS-02458,235,339,2.4,2769,1409,557
GRO-02464,857,383,3.7,2555,82,466
COS-02465,676,128,3.6,1242,96,991
FUR-02468,710,227,2.2,1809,59,888
ELE-02472,617,269,2.5,46,41,397
ELE-02477,150,42,1.4,2104,70,984
APP-02488,878,73,3.0,1704,25,165
ELE-02490,562,403,4.0,25,30,294
HOM-02493,56,465,3.4,2907,2306,215
APP-02494,543,407,3.6,2024,17,262
GRO-02495,352,258,4.6,8,2733,382
SKI-02496,299,288,2.4,30,1088,266
FUR-02497,286,237,3.5,1312,2595,455
COS-02499,576,499,2.1,49,56,785
CLO-02500,27,370,2.5,1936,2986,653
COS-02502,450,107,3.8,24,98,457
GRO-02506,51,412,4.5,36,2976,651
APP-02508,107,185,4.4,2415,2576,917
HOM-02511,773,491,2.3,2005,2993,633
CLO-02515,103,475,3.8,34,1872,232
SKI-02516,435,33,2.2,1566,1588,906
HOM-02518,347,167,2.0,1443,2298,857
CLO-02519,558,179,4.2,2870,2087,861
COS-02522,646,259,4.2,71,94,827
CLO-02523,545,355,4.6,2240,16,319
GRO-02526,870,414,3.2,22,87,998
SKI-02528,741,457,4.3,84,45,414
CLO-02529,116,434,1.4,95,1937,340
COS-02530,291,206,4.1,25,2953,154
APP-02531,530,419,3.1,12,21,818
GRO-02532,80,173,1.8,25,1557,160
SKI-02533,932,44,1.7,65,1286,617
ELE-02537,166,468,2.8,1296,92,728
HOM-02541,762,458,1.5,85,28,610
CLO-02542,785,282,1.2,18,1103,202
SKI-02545,205,3,4.2,92,2015,203
FUR-02546,647,346,4.5,2544,1880,324
HOM-02547,766,117,4.1,56,1257,282
SKI-02548,138,363,2.2,49,2329,856
FUR-02549,923,240,3.3,64,78,488
APP-02550,728,79,4.8,23,2934,705
APP-02555,958,482,1.4,54,13,566
FUR-02559,891,223,4.9,2050,2265,355
CLO-02562,766,156,2.5,5,98,219
FUR-02565,859,375,1.1,1648,1771,468
SKI-02570,114,34,1.7,1013,2342,657
FUR-02572,244,493,1.7,1840,32,6
HOM-02573,417,62,1.0,84,2811,850
HOM-02575,375,496,1.9,2112,1996,404
SKI-02578,580,364,2.9,1754,1897,894
FUR-02579,964,62,2.2,1322,41,877
CLO-02580,340,242,4.5,96,23,248
APP-02583,773,416,2.3,79,2519,860
SKI-02586,334,189,2.7,1306,71,769
HOM-02589,965,316,4.7,89,17,78
APP-02593,639,175,2.0,98,2277,343
APP-02594,559,86,4.1,2304,61,867
ELE-02596,297,339,2.5,47,35,286
CLO-02602,815,444,3.9,1567,10,454
SKI-02603,328,23,3.7,50,31,141
COS-02604,45,387,4.7,1957,31,954
ELE-02609,632,351,2.0,92,2685,58
APP-02616,883,262,1.4,1016,56,487
GRO-02617,862,484,1.3,1744,1202,274
CLO-02618,305,187,3.7,1569,75,95
FUR-02620,369,298,1.7,1354,1699,762
COS-02623,78,178,3.7,2827,6,407
CLO-02625,999,16,3.8,86,1282,184
FUR-02626,911,278,4.6,2717,63,863
SKI-02627,355,71,1.2,84,46,4
APP-02628,812,324,4.4,32,13,665
CLO-02629,92,150,1.1,1884,98,583
CLO-02631,693,209,3.1,2623,57,236
FUR-02634,236,462,4.0,32,8,500
SKI-02636,924,358,3.9,26,23,852
SKI-02639,977,198,3.5,98,80,651
FUR-02640,124,326,3.3,2450,2166,731
CLO-02645,246,316,1.1,1849,1873,987
GRO-02646,734,390,1.6,14,8,597
APP-02648,445,442,3.9,81,33,220
COS-02650,283,491,4.7,2655,1666,216
SKI-02651,871,130,2.8,2629,21,522
CLO-02653,957,302,1.4,1566,43,221
SKI-02654,928,393,3.2,6,1096,710
GRO-02657,361,39,4.4,1266,2876,263
APP-02659,365,199,1.1,42,2450,773
GRO-02663,928,468,4.3,18,32,329
APP-02665,741,401,4.7,17,2453,754
FUR-02667,424,284,1.7,1358,2326,671
SKI-02669,605,200,2.5,60,1150,819
SKI-02673,328,175,2.8,71,50,751
ELE-02677,558,219,4.2,2251,2813,315
ELE-02679,991,347,4.6,31,77,999
APP-02680,239,493,3.4,1661,33,865
CLO-02681,866,30,1.6,1645,53,12
ELE-02684,753,162,2.0,44,6,160
APP-02686,481,190,1.1,2192,2073,165
APP-02692,825,433,1.1,1626,1702,385
GRO-02693,28,454,3.9,14,71,199
SKI-02698,647,245,2.6,5,2072,326
COS-02706,554,92,4.7,42,2938,137
SKI-02708,402,299,1.9,46,2791,683
GRO-02710,787,312,1.6,1909,16,913
CLO-02711,74,1,3.3,2351,45,601
HOM-02714,399,483,3.2,59,2686,800
COS-02715,378,188,2.9,99,31,900
HOM-02716,299,22,1.8,1945,22,200
ELE-02719,832,390,3.4,2129,2594,8
APP-02725,268,39,1.7,89,83,54
ELE-02726,992,37,3.8,53,2439,152
ELE-02727,251,386,2.7,69,54,192
SKI-02730,505,245,3.4,81,98,518
HOM-02731,493,280,3.9,23,26,39
APP-02732,636,119,4.3,47,1501,74
GRO-02734,845,79,1.3,2160,1211,546
APP-02736,709,414,2.6,14,2226,44
ELE-02741,457,343,3.5,2600,64,361
APP-02742,968,331,4.6,77,34,333
APP-02743,609,184,2.1,1952,74,989
GRO-02744,14,53,2.0,1604,18,989
COS-02745,152,349,2.1,62,2799,242
FUR-02747,36,32,3.9,78,14,742
SKI-02751,15,68,1.1,82,2564,2
HOM-02753,672,237,3.3,75,2441,999
COS-02755,645,453,2.9,2849,1107,945
APP-02756,583,338,4.1,1909,1795,468
GRO-02757,611,498,4.3,86,99,261
HOM-02758,97,340,3.6,2424,1423,846
FUR-02759,54,256,2.3,1568,1513,978
COS-02761,594,83,3.6,1263,29,173
APP-02762,506,51,1.2,1269,38,53
ELE-02763,887,346,4.4,2630,1150,79
ELE-02765,917,308,2.2,25,1446,948
GRO-02768,56,142,2.7,99,1201,467
COS-02772,981,29,2.8,1353,31,144
FUR-02773,469,86,3.2,35,2735,96
COS-02779,688,390,1.6,1759,83,663
ELE-02781,900,361,3.6,95,74,838
SKI-02790,103,204,2.2,2929,51,544
COS-02792,839,220,2.7,1900,1655,545
ELE-02800,833,46,4.8,94,41,734
SKI-02808,714,337,4.0,34,1097,713
FUR-02814,141,230,2.9,39,86,865
FUR-02815,796,242,4.2,69,2393,551
ELE-02818,694,374,2.6,1637,2279,958
SKI-02821,851,182,2.3,1206,1628,230
APP-02825,563,246,4.9,72,22,413
APP-02826,790,358,3.2,1877,2179,839
GRO-02827,267,128,4.1,1465,2032,813
CLO-02829,946,351,3.0,2841,2572,292
ELE-02830,660,335,1.0,58,1524,162
HOM-02831,722,306,4.1,2917,6,641
HOM-02835,416,402,3.5,15,1386,792
APP-02837,380,59,4.0,2903,2413,922
SKI-02846,343,431,1.8,1374,46,282
ELE-02848,504,123,1.3,2177,1672,585
COS-02849,762,351,3.4,54,9,439
GRO-02852,276,369,3.3,50,6,843
CLO-02855,340,209,2.6,2118,14,135
CLO-02856,956,251,3.3,1467,1089,954
ELE-02857,104,312,2.2,2729,2827,685
APP-02858,251,399,2.4,91,1776,901
SKI-02859,497,41,2.4,2137,77,556
SKI-02862,38,102,3.7,71,1257,752
SKI-02864,648,261,2.3,9,96,153
SKI-02865,717,448,2.7,62,52,164
HOM-02866,104,316,2.6,64,2727,667
ELE-02868,776,20,3.5,32,83,583
CLO-02869,266,97,3.8,57,1185,100
ELE-02875,60,485,4.2,38,1240,730
SKI-02876,508,246,5.0,1024,2537,475
ELE-02877,984,465,4.5,1083,76,937
CLO-02878,63,50,1.3,2188,2586,360
ELE-02880,794,228,2.4,81,2330,265
FUR-02884,845,26,3.3,71,24,805
GRO-02885,811,229,3.6,80,34,493
GRO-02886,306,241,3.9,10,24,786
APP-02889,399,212,2.8,26,39,354
ELE-02892,133,341,1.1,9,78,386
GRO-02894,284,254,4.1,38,2546,749
ELE-02895,847,102,1.4,1302,56,312
ELE-02897,510,175,2.0,74,2263,847
SKI-02899,99,297,3.9,1506,2373,445
SKI-02900,815,95,1.8,2739,82,420
HOM-02901,937,306,2.1,2978,1616,294
HOM-02902,827,200,3.0,2825,67,243
CLO-02903,73,316,1.7,2627,1227,930
SKI-02904,591,27,3.0,2702,2578,916
SKI-02908,13,210,4.0,2252,51,532
GRO-02909,6,450,4.5,2098,28,585
COS-02916,384,403,4.5,1218,2569,359
SKI-02917,70,149,4.5,1103,2923,899
CLO-02918,264,232,3.3,37,2663,773
FUR-02924,949,285,4.3,2816,1159,791
FUR-02927,411,211,5.0,17,52,262
SKI-02928,560,465,2.4,1359,82,90
SKI-02930,194,278,3.7,72,2407,512
FUR-02932,625,187,4.3,1798,68,826
ELE-02933,794,175,1.3,1084,50,443
SKI-02936,971,132,4.3,52,79,372
CLO-02943,558,38,1.1,1318,1758,213
ELE-02944,396,162,3.6,2373,49,868
GRO-02947,4,278,4.4,36,2676,223
GRO-02950,339,166,1.9,7,2427,50
GRO-02951,834,324,3.9,2637,7,891
FUR-02953,764,389,3.7,1269,2097,341
SKI-02955,492,0,1.4,94,6,879
COS-02956,248,211,1.7,27,21,481
HOM-02959,925,190,4.6,46,73,107
GRO-02961,383,250,1.1,17,1950,986
CLO-02966,950,446,1.1,1424,2663,705
GRO-02968,936,371,1.8,2111,54,313
HOM-02970,444,129,4.7,84,19,632
GRO-02972,36,307,2.7,65,52,855
CLO-02974,894,271,1.4,1428,57,309
CLO-02975,994,20,1.9,97,1964,695
APP-02976,983,77,2.9,72,5,268
ELE-02981,611,11,2.4,1598,1631,779
HOM-02983,359,467,2.9,1548,1775,123
CLO-02985,564,42,3.0,2202,1407,556
GRO-02988,192,50,3.0,2203,2726,118
HOM-02990,166,314,4.7,6,22,887
SKI-02991,110,184,2.5,2475,93,232
HOM-02993,901,480,4.0,1519,1782,828
ELE-02994,509,196,2.4,2137,1977,201
CLO-02997,683,152,2.5,66,88,655
CLO-03001,546,194,3.6,69,34,676
COS-03002,18,164,3.2,99,2214,998
FUR-03003,558,317,1.2,2179,2636,509
FUR-03004,467,230,3.6,64,2904,539
ELE-03005,422,106,3.2,19,49,727
SKI-03008,391,489,2.3,1143,42,17
HOM-03012,443,0,2.3,2403,2092,277
SKI-03014,96,203,3.0,1482,89,933
HOM-03015,518,89,1.5,2115,1032,220
CLO-03017,821,382,4.9,2967,31,457
COS-03019,320,378,3.5,2406,88,690
CLO-03022,722,328,4.9,2954,1817,229
ELE-03023,700,490,4.7,2338,2307,193
GRO-03024,421,357,3.9,1818,70,6
GRO-03026,55,354,3.0,98,93,477
FUR-03028,874,85,3.1,20,2098,496
APP-03029,839,34,1.2,16,2174,112
CLO-03030,735,287,3.9,1690,1167,688
SKI-03031,737,30,3.8,1242,34,217
COS-03032,728,488,2.5,1251,21,252
HOM-03034,130,494,4.0,14,2841,159
COS-03036,774,404,2.9,2903,1550,11
HOM-03037,988,350,2.8,92,45,369
GRO-03038,863,335,3.2,2241,98,968
COS-03039,338,408,4.8,1914,22,895
GRO-03040,205,126,1.9,1140,1603,257
HOM-03044,287,220,5.0,1525,1586,750
APP-03048,96,221,4.5,2583,39,615
APP-03050,191,416,2.0,2573,85,726
SKI-03054,34,402,2.7,2180,58,830
GRO-03057,217,220,3.3,19,63,96
ELE-03059,60,206,2.6,52,2143,44
CLO-03064,678,110,1.4,53,1364,438
GRO-03065,784,396,1.4,84,1280,859
GRO-03068,489,428,4.4,1301,2694,7
ELE-03069,64,75,4.8,57,74,402
APP-03070,207,125,3.6,6,66,477
HOM-03075,2,461,1.0,2113,36,456
APP-03076,487,24,1.8,44,28,425
COS-03077,267,9,1.8,77,81,34
GRO-03078,995,166,1.0,50,22,511
COS-03083,532,349,3.4,2783,2553,415
COS-03086,31,299,1.7,74,39,10
ELE-03092,18,477,4.3,77,1725,15
SKI-03096,50,338,1.9,2663,2039,442
CLO-03097,560,423,3.7,1944,1958,170
ELE-03101,797,226,3.5,95,86,21
SKI-03103,168,72,2.4,34,2621,94
HOM-03105,161,51,3.2,1188,70,554
GRO-03106,110,236,1.3,59,2410,964
HOM-03107,192,491,2.0,1711,39,662
GRO-03109,165,408,1.3,1561,45,128
ELE-03110,176,390,2.4,5,2385,730
